	barcode_name	library	experiment	biological	microbes	genotype	technical	compartment	library_type	genotype_compartment	genotype_microbes	compartment_microbes	genotype_compartment_microbes	growth_promotion	experiment_biological	genotype_experiment_biological	genotype_biological	exp_bio_gen_microbes_tech	Description
FP3A42BFOwrky332endophytesfungi	ITS1_64	FP3	A4	bio2	BFO	wrky33	tech2	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio2	wrky33_A4_bio2	wrky33_bio2	A4_bio2_wrky33_BFO_tech2	FP3A42BFOwrky332endophytesfungi
FP3A42BFOwrky333endophytesfungi	ITS1_65	FP3	A4	bio2	BFO	wrky33	tech3	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio2	wrky33_A4_bio2	wrky33_bio2	A4_bio2_wrky33_BFO_tech3	FP3A42BFOwrky333endophytesfungi
FP3A42BFOwrky334endophytesfungi	ITS1_66	FP3	A4	bio2	BFO	wrky33	tech4	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio2	wrky33_A4_bio2	wrky33_bio2	A4_bio2_wrky33_BFO_tech4	FP3A42BFOwrky334endophytesfungi
FP4A44BFOwrky331endophytesfungi	ITS1_13	FP4	A4	bio4	BFO	wrky33	tech1	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio4	wrky33_A4_bio4	wrky33_bio4	A4_bio4_wrky33_BFO_tech1	FP4A44BFOwrky331endophytesfungi
FP4A44BFOwrky332endophytesfungi	ITS1_14	FP4	A4	bio4	BFO	wrky33	tech2	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio4	wrky33_A4_bio4	wrky33_bio4	A4_bio4_wrky33_BFO_tech2	FP4A44BFOwrky332endophytesfungi
FP4A44BFOwrky333endophytesfungi	ITS1_15	FP4	A4	bio4	BFO	wrky33	tech3	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio4	wrky33_A4_bio4	wrky33_bio4	A4_bio4_wrky33_BFO_tech3	FP4A44BFOwrky333endophytesfungi
FP4A44BFOwrky334endophytesfungi	ITS1_16	FP4	A4	bio4	BFO	wrky33	tech4	endophytes	fungi	wrky33_endophytes	wrky33_BFO	endophytes_BFO	wrky33_endophytes_BFO	no	A4_bio4	wrky33_A4_bio4	wrky33_bio4	A4_bio4_wrky33_BFO_tech4	FP4A44BFOwrky334endophytesfungi
FP1A1bio1BFOwrky3340tech1endophytesfungi	ITS1_9	FP1	A1	bio1	BFO	wrky3340	tech1	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio1	wrky3340_A1_bio1	wrky3340_bio1	A1_bio1_wrky3340_BFO_tech1	FP1A1bio1BFOwrky3340tech1endophytesfungi
FP1A1bio1BFOwrky3340tech2endophytesfungi	ITS1_10	FP1	A1	bio1	BFO	wrky3340	tech2	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio1	wrky3340_A1_bio1	wrky3340_bio1	A1_bio1_wrky3340_BFO_tech2	FP1A1bio1BFOwrky3340tech2endophytesfungi
FP1A1bio1BFOwrky3340tech3endophytesfungi	ITS1_11	FP1	A1	bio1	BFO	wrky3340	tech3	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio1	wrky3340_A1_bio1	wrky3340_bio1	A1_bio1_wrky3340_BFO_tech3	FP1A1bio1BFOwrky3340tech3endophytesfungi
FP1A1bio1BFOwrky3340tech4endophytesfungi	ITS1_12	FP1	A1	bio1	BFO	wrky3340	tech4	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio1	wrky3340_A1_bio1	wrky3340_bio1	A1_bio1_wrky3340_BFO_tech4	FP1A1bio1BFOwrky3340tech4endophytesfungi
FP1A1bio2BFOwrky3340tech1endophytesfungi	ITS1_63	FP1	A1	bio2	BFO	wrky3340	tech1	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio2	wrky3340_A1_bio2	wrky3340_bio2	A1_bio2_wrky3340_BFO_tech1	FP1A1bio2BFOwrky3340tech1endophytesfungi
FP1A1bio2BFOwrky3340tech2endophytesfungi	ITS1_64	FP1	A1	bio2	BFO	wrky3340	tech2	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio2	wrky3340_A1_bio2	wrky3340_bio2	A1_bio2_wrky3340_BFO_tech2	FP1A1bio2BFOwrky3340tech2endophytesfungi
FP1A1bio2BFOwrky3340tech3endophytesfungi	ITS1_65	FP1	A1	bio2	BFO	wrky3340	tech3	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio2	wrky3340_A1_bio2	wrky3340_bio2	A1_bio2_wrky3340_BFO_tech3	FP1A1bio2BFOwrky3340tech3endophytesfungi
FP1A1bio2BFOwrky3340tech4endophytesfungi	ITS1_66	FP1	A1	bio2	BFO	wrky3340	tech4	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio2	wrky3340_A1_bio2	wrky3340_bio2	A1_bio2_wrky3340_BFO_tech4	FP1A1bio2BFOwrky3340tech4endophytesfungi
FP2A1bio4BFOwrky3340tech1endophytesfungi	ITS1_13	FP2	A1	bio4	BFO	wrky3340	tech1	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio4	wrky3340_A1_bio4	wrky3340_bio4	A1_bio4_wrky3340_BFO_tech1	FP2A1bio4BFOwrky3340tech1endophytesfungi
FP2A1bio4BFOwrky3340tech2endophytesfungi	ITS1_14	FP2	A1	bio4	BFO	wrky3340	tech2	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio4	wrky3340_A1_bio4	wrky3340_bio4	A1_bio4_wrky3340_BFO_tech2	FP2A1bio4BFOwrky3340tech2endophytesfungi
FP2A1bio4BFOwrky3340tech3endophytesfungi	ITS1_15	FP2	A1	bio4	BFO	wrky3340	tech3	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio4	wrky3340_A1_bio4	wrky3340_bio4	A1_bio4_wrky3340_BFO_tech3	FP2A1bio4BFOwrky3340tech3endophytesfungi
FP2A1bio4BFOwrky3340tech4endophytesfungi	ITS1_16	FP2	A1	bio4	BFO	wrky3340	tech4	endophytes	fungi	wrky3340_endophytes	wrky3340_BFO	endophytes_BFO	wrky3340_endophytes_BFO	no	A1_bio4	wrky3340_A1_bio4	wrky3340_bio4	A1_bio4_wrky3340_BFO_tech4	FP2A1bio4BFOwrky3340tech4endophytesfungi
FP1A1bio1BFOWTtech1endophytesfungi	ITS1_1	FP1	A1	bio1	BFO	WT	tech1	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio1	WT_A1_bio1	WT_bio1	A1_bio1_WT_BFO_tech1	FP1A1bio1BFOWTtech1endophytesfungi
FP1A1bio1BFOWTtech2endophytesfungi	ITS1_2	FP1	A1	bio1	BFO	WT	tech2	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio1	WT_A1_bio1	WT_bio1	A1_bio1_WT_BFO_tech2	FP1A1bio1BFOWTtech2endophytesfungi
FP1A1bio1BFOWTtech3endophytesfungi	ITS1_3	FP1	A1	bio1	BFO	WT	tech3	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio1	WT_A1_bio1	WT_bio1	A1_bio1_WT_BFO_tech3	FP1A1bio1BFOWTtech3endophytesfungi
FP1A1bio1BFOWTtech4endophytesfungi	ITS1_4	FP1	A1	bio1	BFO	WT	tech4	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio1	WT_A1_bio1	WT_bio1	A1_bio1_WT_BFO_tech4	FP1A1bio1BFOWTtech4endophytesfungi
FP1A1bio2BFOWTtech1endophytesfungi	ITS1_55	FP1	A1	bio2	BFO	WT	tech1	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio2	WT_A1_bio2	WT_bio2	A1_bio2_WT_BFO_tech1	FP1A1bio2BFOWTtech1endophytesfungi
FP1A1bio2BFOWTtech2endophytesfungi	ITS1_56	FP1	A1	bio2	BFO	WT	tech2	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio2	WT_A1_bio2	WT_bio2	A1_bio2_WT_BFO_tech2	FP1A1bio2BFOWTtech2endophytesfungi
FP1A1bio2BFOWTtech3endophytesfungi	ITS1_57	FP1	A1	bio2	BFO	WT	tech3	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio2	WT_A1_bio2	WT_bio2	A1_bio2_WT_BFO_tech3	FP1A1bio2BFOWTtech3endophytesfungi
FP1A1bio2BFOWTtech4endophytesfungi	ITS1_58	FP1	A1	bio2	BFO	WT	tech4	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio2	WT_A1_bio2	WT_bio2	A1_bio2_WT_BFO_tech4	FP1A1bio2BFOWTtech4endophytesfungi
FP2A1bio4BFOWTtech1endophytesfungi	ITS1_6	FP2	A1	bio4	BFO	WT	tech1	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio4	WT_A1_bio4	WT_bio4	A1_bio4_WT_BFO_tech1	FP2A1bio4BFOWTtech1endophytesfungi
FP2A1bio4BFOWTtech2endophytesfungi	ITS1_7	FP2	A1	bio4	BFO	WT	tech2	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio4	WT_A1_bio4	WT_bio4	A1_bio4_WT_BFO_tech2	FP2A1bio4BFOWTtech2endophytesfungi
FP2A1bio4BFOWTtech3endophytesfungi	ITS1_8	FP2	A1	bio4	BFO	WT	tech3	endophytes	fungi	WT_endophytes	WT_BFO	endophytes_BFO	WT_endophytes_BFO	yes	A1_bio4	WT_A1_bio4	WT_bio4	A1_bio4_WT_BFO_tech3	FP2A1bio4BFOWTtech3endophytesfungi
FP3A41BFOWTnew1endophytesfungi	ITS1_1	FP3	A4	bio1	BFO	WT_new	tech1	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio1	WT_new_A4_bio1	WT_new_bio1	A4_bio1_WT_new_BFO_tech1	FP3A41BFOWT_new1endophytesfungi
FP3A41BFOWTnew2endophytesfungi	ITS1_2	FP3	A4	bio1	BFO	WT_new	tech2	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio1	WT_new_A4_bio1	WT_new_bio1	A4_bio1_WT_new_BFO_tech2	FP3A41BFOWT_new2endophytesfungi
FP3A41BFOWTnew3endophytesfungi	ITS1_3	FP3	A4	bio1	BFO	WT_new	tech3	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio1	WT_new_A4_bio1	WT_new_bio1	A4_bio1_WT_new_BFO_tech3	FP3A41BFOWT_new3endophytesfungi
FP3A41BFOWTnew4endophytesfungi	ITS1_4	FP3	A4	bio1	BFO	WT_new	tech4	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio1	WT_new_A4_bio1	WT_new_bio1	A4_bio1_WT_new_BFO_tech4	FP3A41BFOWT_new4endophytesfungi
FP3A42BFOWTnew1endophytesfungi	ITS1_47	FP3	A4	bio2	BFO	WT_new	tech1	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio2	WT_new_A4_bio2	WT_new_bio2	A4_bio2_WT_new_BFO_tech1	FP3A42BFOWT_new1endophytesfungi
FP3A42BFOWTnew2endophytesfungi	ITS1_48	FP3	A4	bio2	BFO	WT_new	tech2	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio2	WT_new_A4_bio2	WT_new_bio2	A4_bio2_WT_new_BFO_tech2	FP3A42BFOWT_new2endophytesfungi
FP3A42BFOWTnew3endophytesfungi	ITS1_49	FP3	A4	bio2	BFO	WT_new	tech3	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio2	WT_new_A4_bio2	WT_new_bio2	A4_bio2_WT_new_BFO_tech3	FP3A42BFOWT_new3endophytesfungi
FP3A42BFOWTnew4endophytesfungi	ITS1_50	FP3	A4	bio2	BFO	WT_new	tech4	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio2	WT_new_A4_bio2	WT_new_bio2	A4_bio2_WT_new_BFO_tech4	FP3A42BFOWT_new4endophytesfungi
FP3A43BFOWTnew1endophytesfungi	ITS1_93	FP3	A4	bio4	BFO	WT_new	tech1	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio4	WT_new_A4_bio4	WT_new_bio4	A4_bio4_WT_new_BFO_tech1	FP3A43BFOWT_new1endophytesfungi
FP3A43BFOWTnew2endophytesfungi	ITS1_94	FP3	A4	bio4	BFO	WT_new	tech2	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio4	WT_new_A4_bio4	WT_new_bio4	A4_bio4_WT_new_BFO_tech2	FP3A43BFOWT_new2endophytesfungi
FP3A43BFOWTnew3endophytesfungi	ITS1_95	FP3	A4	bio4	BFO	WT_new	tech3	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio4	WT_new_A4_bio4	WT_new_bio4	A4_bio4_WT_new_BFO_tech3	FP3A43BFOWT_new3endophytesfungi
FP3A43BFOWTnew4endophytesfungi	ITS1_96	FP3	A4	bio4	BFO	WT_new	tech4	endophytes	fungi	WT_new_endophytes	WT_new_BFO	endophytes_BFO	WT_new_endophytes_BFO	yes	A4_bio4	WT_new_A4_bio4	WT_new_bio4	A4_bio4_WT_new_BFO_tech4	FP3A43BFOWT_new4endophytesfungi
