figure	project	biological	genotype	treatment	technical	plant_no	genotype_treatment	genotype_treatment_biological	FW
R5sup1	D1	bio1	WT	BFO	1	1	WT_BFO	WT_BFO_bio1	0.0515
R5sup1	D1	bio1	WT	BFO	1	2	WT_BFO	WT_BFO_bio1	0.0172
R5sup1	D1	bio1	WT	BFO	1	3	WT_BFO	WT_BFO_bio1	0.0069
R5sup1	D1	bio1	WT	BFO	1	4	WT_BFO	WT_BFO_bio1	0.0195
R5sup1	D1	bio1	WT	BFO	2	1	WT_BFO	WT_BFO_bio1	0.0263
R5sup1	D1	bio1	WT	BFO	2	2	WT_BFO	WT_BFO_bio1	0.0664
R5sup1	D1	bio1	WT	BFO	2	3	WT_BFO	WT_BFO_bio1	0.0826
R5sup1	D1	bio1	WT	BFO	2	4	WT_BFO	WT_BFO_bio1	0.0496
R5sup1	D1	bio1	WT	BFO	3	1	WT_BFO	WT_BFO_bio1	0.0117
R5sup1	D1	bio1	WT	BFO	3	2	WT_BFO	WT_BFO_bio1	0.0275
R5sup1	D1	bio1	WT	BFO	3	3	WT_BFO	WT_BFO_bio1	0.046
R5sup1	D1	bio1	WT	BFO	3	4	WT_BFO	WT_BFO_bio1	0.0107
R5sup1	D1	bio1	WT	BFO	4	1	WT_BFO	WT_BFO_bio1	0.0189
R5sup1	D1	bio1	WT	BFO	4	2	WT_BFO	WT_BFO_bio1	0.0252
R5sup1	D1	bio1	WT	BFO	4	3	WT_BFO	WT_BFO_bio1	0.0364
R5sup1	D1	bio1	WT	BFO	4	4	WT_BFO	WT_BFO_bio1	0.0118
R5sup1	D1	bio1	WT	BFO	5	1	WT_BFO	WT_BFO_bio1	0.0156
R5sup1	D1	bio1	WT	BFO	5	2	WT_BFO	WT_BFO_bio1	0.0326
R5sup1	D1	bio1	WT	BFO	5	3	WT_BFO	WT_BFO_bio1	0.0178
R5sup1	D1	bio1	WT	BFO	5	4	WT_BFO	WT_BFO_bio1	
R5sup1	D1	bio1	WT	BFO	6	1	WT_BFO	WT_BFO_bio1	0.0244
R5sup1	D1	bio1	WT	BFO	6	2	WT_BFO	WT_BFO_bio1	0.0176
R5sup1	D1	bio1	WT	BFO	6	3	WT_BFO	WT_BFO_bio1	0.0121
R5sup1	D1	bio1	WT	BFO	6	4	WT_BFO	WT_BFO_bio1	0.0328
R5sup1	D1	bio1	WT	B	1	1	WT_B	WT_B_bio1	0.018
R5sup1	D1	bio1	WT	B	1	2	WT_B	WT_B_bio1	0.0127
R5sup1	D1	bio1	WT	B	1	3	WT_B	WT_B_bio1	0.0051
R5sup1	D1	bio1	WT	B	1	4	WT_B	WT_B_bio1	0.0042
R5sup1	D1	bio1	WT	B	2	1	WT_B	WT_B_bio1	0.012
R5sup1	D1	bio1	WT	B	2	2	WT_B	WT_B_bio1	0.0327
R5sup1	D1	bio1	WT	B	2	3	WT_B	WT_B_bio1	0.0141
R5sup1	D1	bio1	WT	B	2	4	WT_B	WT_B_bio1	0.0173
R5sup1	D1	bio1	WT	B	3	1	WT_B	WT_B_bio1	0.0153
R5sup1	D1	bio1	WT	B	3	2	WT_B	WT_B_bio1	0.0166
R5sup1	D1	bio1	WT	B	3	3	WT_B	WT_B_bio1	0.0073
R5sup1	D1	bio1	WT	B	3	4	WT_B	WT_B_bio1	0.0143
R5sup1	D1	bio1	WT	B	4	1	WT_B	WT_B_bio1	0.0135
R5sup1	D1	bio1	WT	B	4	2	WT_B	WT_B_bio1	0.0163
R5sup1	D1	bio1	WT	B	4	3	WT_B	WT_B_bio1	0.0468
R5sup1	D1	bio1	WT	B	4	4	WT_B	WT_B_bio1	0.0327
R5sup1	D1	bio1	WT	B	5	1	WT_B	WT_B_bio1	0.1187
R5sup1	D1	bio1	WT	B	5	2	WT_B	WT_B_bio1	0.0501
R5sup1	D1	bio1	WT	B	5	3	WT_B	WT_B_bio1	0.0387
R5sup1	D1	bio1	WT	B	5	4	WT_B	WT_B_bio1	0.0115
R5sup1	D1	bio1	WT	B	6	1	WT_B	WT_B_bio1	0.054
R5sup1	D1	bio1	WT	B	6	2	WT_B	WT_B_bio1	0.0682
R5sup1	D1	bio1	WT	B	6	3	WT_B	WT_B_bio1	0.0433
R5sup1	D1	bio1	WT	B	6	4	WT_B	WT_B_bio1	0.0246
R5sup1	D1	bio1	WT	F	1	1	WT_F	WT_F_bio1	0.0375
R5sup1	D1	bio1	WT	F	1	2	WT_F	WT_F_bio1	0.0117
R5sup1	D1	bio1	WT	F	1	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	1	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	2	1	WT_F	WT_F_bio1	0.0097
R5sup1	D1	bio1	WT	F	2	2	WT_F	WT_F_bio1	0.0039
R5sup1	D1	bio1	WT	F	2	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	2	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	3	1	WT_F	WT_F_bio1	0.0038
R5sup1	D1	bio1	WT	F	3	2	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	3	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	3	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	4	1	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	4	2	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	4	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	4	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	5	1	WT_F	WT_F_bio1	0.0049
R5sup1	D1	bio1	WT	F	5	2	WT_F	WT_F_bio1	0.0028
R5sup1	D1	bio1	WT	F	5	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	5	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	6	1	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	6	2	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	6	3	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	F	6	4	WT_F	WT_F_bio1	
R5sup1	D1	bio1	WT	O	1	1	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	1	2	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	1	3	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	1	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	2	1	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	2	2	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	2	3	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	2	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	3	1	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	3	2	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	3	3	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	3	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	4	1	WT_O	WT_O_bio1	0.0292
R5sup1	D1	bio1	WT	O	4	2	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	4	3	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	4	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	5	1	WT_O	WT_O_bio1	0.0661
R5sup1	D1	bio1	WT	O	5	2	WT_O	WT_O_bio1	0.0059
R5sup1	D1	bio1	WT	O	5	3	WT_O	WT_O_bio1	0.0093
R5sup1	D1	bio1	WT	O	5	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	6	1	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	6	2	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	6	3	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	O	6	4	WT_O	WT_O_bio1	
R5sup1	D1	bio1	WT	BF	1	1	WT_BF	WT_BF_bio1	0.0138
R5sup1	D1	bio1	WT	BF	1	2	WT_BF	WT_BF_bio1	0.0081
R5sup1	D1	bio1	WT	BF	1	3	WT_BF	WT_BF_bio1	0.0117
R5sup1	D1	bio1	WT	BF	1	4	WT_BF	WT_BF_bio1	0.0127
R5sup1	D1	bio1	WT	BF	2	1	WT_BF	WT_BF_bio1	0.0334
R5sup1	D1	bio1	WT	BF	2	2	WT_BF	WT_BF_bio1	0.0273
R5sup1	D1	bio1	WT	BF	2	3	WT_BF	WT_BF_bio1	0.0209
R5sup1	D1	bio1	WT	BF	2	4	WT_BF	WT_BF_bio1	0.0436
R5sup1	D1	bio1	WT	BF	3	1	WT_BF	WT_BF_bio1	0.0159
R5sup1	D1	bio1	WT	BF	3	2	WT_BF	WT_BF_bio1	0.0676
R5sup1	D1	bio1	WT	BF	3	3	WT_BF	WT_BF_bio1	0.0129
R5sup1	D1	bio1	WT	BF	3	4	WT_BF	WT_BF_bio1	0.0092
R5sup1	D1	bio1	WT	BF	4	1	WT_BF	WT_BF_bio1	0.0552
R5sup1	D1	bio1	WT	BF	4	2	WT_BF	WT_BF_bio1	0.0429
R5sup1	D1	bio1	WT	BF	4	3	WT_BF	WT_BF_bio1	0.0428
R5sup1	D1	bio1	WT	BF	4	4	WT_BF	WT_BF_bio1	0.0243
R5sup1	D1	bio1	WT	BF	5	1	WT_BF	WT_BF_bio1	0.0477
R5sup1	D1	bio1	WT	BF	5	2	WT_BF	WT_BF_bio1	0.0316
R5sup1	D1	bio1	WT	BF	5	3	WT_BF	WT_BF_bio1	0.0104
R5sup1	D1	bio1	WT	BF	5	4	WT_BF	WT_BF_bio1	0.007
R5sup1	D1	bio1	WT	BF	6	1	WT_BF	WT_BF_bio1	0.0569
R5sup1	D1	bio1	WT	BF	6	2	WT_BF	WT_BF_bio1	0.0125
R5sup1	D1	bio1	WT	BF	6	3	WT_BF	WT_BF_bio1	0.0185
R5sup1	D1	bio1	WT	BF	6	4	WT_BF	WT_BF_bio1	0.0194
R5sup1	D1	bio1	WT	BO	1	1	WT_BO	WT_BO_bio1	0.0148
R5sup1	D1	bio1	WT	BO	1	2	WT_BO	WT_BO_bio1	0.0111
R5sup1	D1	bio1	WT	BO	1	3	WT_BO	WT_BO_bio1	0.0248
R5sup1	D1	bio1	WT	BO	1	4	WT_BO	WT_BO_bio1	0.0177
R5sup1	D1	bio1	WT	BO	2	1	WT_BO	WT_BO_bio1	0.0212
R5sup1	D1	bio1	WT	BO	2	2	WT_BO	WT_BO_bio1	0.0238
R5sup1	D1	bio1	WT	BO	2	3	WT_BO	WT_BO_bio1	0.0861
R5sup1	D1	bio1	WT	BO	2	4	WT_BO	WT_BO_bio1	0.0285
R5sup1	D1	bio1	WT	BO	3	1	WT_BO	WT_BO_bio1	0.0361
R5sup1	D1	bio1	WT	BO	3	2	WT_BO	WT_BO_bio1	0.0303
R5sup1	D1	bio1	WT	BO	3	3	WT_BO	WT_BO_bio1	0.0443
R5sup1	D1	bio1	WT	BO	3	4	WT_BO	WT_BO_bio1	0.0113
R5sup1	D1	bio1	WT	BO	4	1	WT_BO	WT_BO_bio1	0.03
R5sup1	D1	bio1	WT	BO	4	2	WT_BO	WT_BO_bio1	0.034
R5sup1	D1	bio1	WT	BO	4	3	WT_BO	WT_BO_bio1	0.0187
R5sup1	D1	bio1	WT	BO	4	4	WT_BO	WT_BO_bio1	0.023
R5sup1	D1	bio1	WT	BO	5	1	WT_BO	WT_BO_bio1	0.0407
R5sup1	D1	bio1	WT	BO	5	2	WT_BO	WT_BO_bio1	0.019
R5sup1	D1	bio1	WT	BO	5	3	WT_BO	WT_BO_bio1	0.0432
R5sup1	D1	bio1	WT	BO	5	4	WT_BO	WT_BO_bio1	
R5sup1	D1	bio1	WT	BO	6	1	WT_BO	WT_BO_bio1	0.029
R5sup1	D1	bio1	WT	BO	6	2	WT_BO	WT_BO_bio1	0.0579
R5sup1	D1	bio1	WT	BO	6	3	WT_BO	WT_BO_bio1	0.0293
R5sup1	D1	bio1	WT	BO	6	4	WT_BO	WT_BO_bio1	0.0413
R5sup1	D1	bio1	WT	FO	1	1	WT_FO	WT_FO_bio1	0.0108
R5sup1	D1	bio1	WT	FO	1	2	WT_FO	WT_FO_bio1	0.0085
R5sup1	D1	bio1	WT	FO	1	3	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	1	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	2	1	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	2	2	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	2	3	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	2	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	3	1	WT_FO	WT_FO_bio1	0.0206
R5sup1	D1	bio1	WT	FO	3	2	WT_FO	WT_FO_bio1	0.0334
R5sup1	D1	bio1	WT	FO	3	3	WT_FO	WT_FO_bio1	0.0102
R5sup1	D1	bio1	WT	FO	3	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	4	1	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	4	2	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	4	3	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	4	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	5	1	WT_FO	WT_FO_bio1	0.0125
R5sup1	D1	bio1	WT	FO	5	2	WT_FO	WT_FO_bio1	0.017
R5sup1	D1	bio1	WT	FO	5	3	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	5	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	6	1	WT_FO	WT_FO_bio1	0.007
R5sup1	D1	bio1	WT	FO	6	2	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	6	3	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	WT	FO	6	4	WT_FO	WT_FO_bio1	
R5sup1	D1	bio1	cyp79	BFO	1	1	cyp79_BFO	cyp79_BFO_bio1	0.0535
R5sup1	D1	bio1	cyp79	BFO	1	2	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	1	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	1	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	2	1	cyp79_BFO	cyp79_BFO_bio1	0.0217
R5sup1	D1	bio1	cyp79	BFO	2	2	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	2	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	2	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	3	1	cyp79_BFO	cyp79_BFO_bio1	0.0086
R5sup1	D1	bio1	cyp79	BFO	3	2	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	3	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	3	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	4	1	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	4	2	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	4	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	4	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	5	1	cyp79_BFO	cyp79_BFO_bio1	0.1067
R5sup1	D1	bio1	cyp79	BFO	5	2	cyp79_BFO	cyp79_BFO_bio1	0.0046
R5sup1	D1	bio1	cyp79	BFO	5	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	5	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	6	1	cyp79_BFO	cyp79_BFO_bio1	0.0135
R5sup1	D1	bio1	cyp79	BFO	6	2	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	6	3	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	BFO	6	4	cyp79_BFO	cyp79_BFO_bio1	
R5sup1	D1	bio1	cyp79	B	1	1	cyp79_B	cyp79_B_bio1	0.0342
R5sup1	D1	bio1	cyp79	B	1	2	cyp79_B	cyp79_B_bio1	0.0345
R5sup1	D1	bio1	cyp79	B	1	3	cyp79_B	cyp79_B_bio1	0.0247
R5sup1	D1	bio1	cyp79	B	1	4	cyp79_B	cyp79_B_bio1	
R5sup1	D1	bio1	cyp79	B	2	1	cyp79_B	cyp79_B_bio1	0.023
R5sup1	D1	bio1	cyp79	B	2	2	cyp79_B	cyp79_B_bio1	0.033
R5sup1	D1	bio1	cyp79	B	2	3	cyp79_B	cyp79_B_bio1	0.0352
R5sup1	D1	bio1	cyp79	B	2	4	cyp79_B	cyp79_B_bio1	0.0084
R5sup1	D1	bio1	cyp79	B	3	1	cyp79_B	cyp79_B_bio1	0.0278
R5sup1	D1	bio1	cyp79	B	3	2	cyp79_B	cyp79_B_bio1	0.0398
R5sup1	D1	bio1	cyp79	B	3	3	cyp79_B	cyp79_B_bio1	0.0118
R5sup1	D1	bio1	cyp79	B	3	4	cyp79_B	cyp79_B_bio1	0.0098
R5sup1	D1	bio1	cyp79	B	4	1	cyp79_B	cyp79_B_bio1	0.0526
R5sup1	D1	bio1	cyp79	B	4	2	cyp79_B	cyp79_B_bio1	0.021
R5sup1	D1	bio1	cyp79	B	4	3	cyp79_B	cyp79_B_bio1	0.0423
R5sup1	D1	bio1	cyp79	B	4	4	cyp79_B	cyp79_B_bio1	0.0441
R5sup1	D1	bio1	cyp79	B	5	1	cyp79_B	cyp79_B_bio1	0.0198
R5sup1	D1	bio1	cyp79	B	5	2	cyp79_B	cyp79_B_bio1	0.0247
R5sup1	D1	bio1	cyp79	B	5	3	cyp79_B	cyp79_B_bio1	0.046
R5sup1	D1	bio1	cyp79	B	5	4	cyp79_B	cyp79_B_bio1	0.036
R5sup1	D1	bio1	cyp79	B	6	1	cyp79_B	cyp79_B_bio1	0.0197
R5sup1	D1	bio1	cyp79	B	6	2	cyp79_B	cyp79_B_bio1	0.0218
R5sup1	D1	bio1	cyp79	B	6	3	cyp79_B	cyp79_B_bio1	0.0501
R5sup1	D1	bio1	cyp79	B	6	4	cyp79_B	cyp79_B_bio1	0.0109
R5sup1	D1	bio1	cyp79	F	1	1	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	1	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	1	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	1	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	2	1	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	2	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	2	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	2	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	3	1	cyp79_F	cyp79_F_bio1	0
R5sup1	D1	bio1	cyp79	F	3	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	3	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	3	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	4	1	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	4	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	4	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	4	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	5	1	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	5	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	5	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	5	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	6	1	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	6	2	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	6	3	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	F	6	4	cyp79_F	cyp79_F_bio1	
R5sup1	D1	bio1	cyp79	O	1	1	cyp79_O	cyp79_O_bio1	0.067
R5sup1	D1	bio1	cyp79	O	1	2	cyp79_O	cyp79_O_bio1	0.032
R5sup1	D1	bio1	cyp79	O	1	3	cyp79_O	cyp79_O_bio1	0.0117
R5sup1	D1	bio1	cyp79	O	1	4	cyp79_O	cyp79_O_bio1	0.0083
R5sup1	D1	bio1	cyp79	O	2	1	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	2	2	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	2	3	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	2	4	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	3	1	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	3	2	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	3	3	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	3	4	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	4	1	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	4	2	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	4	3	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	4	4	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	5	1	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	5	2	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	5	3	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	5	4	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	6	1	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	6	2	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	6	3	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	O	6	4	cyp79_O	cyp79_O_bio1	
R5sup1	D1	bio1	cyp79	BF	1	1	cyp79_BF	cyp79_BF_bio1	0.0271
R5sup1	D1	bio1	cyp79	BF	1	2	cyp79_BF	cyp79_BF_bio1	0.013
R5sup1	D1	bio1	cyp79	BF	1	3	cyp79_BF	cyp79_BF_bio1	0.0121
R5sup1	D1	bio1	cyp79	BF	1	4	cyp79_BF	cyp79_BF_bio1	0.003
R5sup1	D1	bio1	cyp79	BF	2	1	cyp79_BF	cyp79_BF_bio1	0.0149
R5sup1	D1	bio1	cyp79	BF	2	2	cyp79_BF	cyp79_BF_bio1	0.0101
R5sup1	D1	bio1	cyp79	BF	2	3	cyp79_BF	cyp79_BF_bio1	0.0069
R5sup1	D1	bio1	cyp79	BF	2	4	cyp79_BF	cyp79_BF_bio1	0.0075
R5sup1	D1	bio1	cyp79	BF	3	1	cyp79_BF	cyp79_BF_bio1	0.024
R5sup1	D1	bio1	cyp79	BF	3	2	cyp79_BF	cyp79_BF_bio1	0.0178
R5sup1	D1	bio1	cyp79	BF	3	3	cyp79_BF	cyp79_BF_bio1	0.0273
R5sup1	D1	bio1	cyp79	BF	3	4	cyp79_BF	cyp79_BF_bio1	0.0097
R5sup1	D1	bio1	cyp79	BF	4	1	cyp79_BF	cyp79_BF_bio1	0.0248
R5sup1	D1	bio1	cyp79	BF	4	2	cyp79_BF	cyp79_BF_bio1	0.0312
R5sup1	D1	bio1	cyp79	BF	4	3	cyp79_BF	cyp79_BF_bio1	0.014
R5sup1	D1	bio1	cyp79	BF	4	4	cyp79_BF	cyp79_BF_bio1	0.0203
R5sup1	D1	bio1	cyp79	BF	5	1	cyp79_BF	cyp79_BF_bio1	0.0254
R5sup1	D1	bio1	cyp79	BF	5	2	cyp79_BF	cyp79_BF_bio1	0.016
R5sup1	D1	bio1	cyp79	BF	5	3	cyp79_BF	cyp79_BF_bio1	0.0264
R5sup1	D1	bio1	cyp79	BF	5	4	cyp79_BF	cyp79_BF_bio1	0.0177
R5sup1	D1	bio1	cyp79	BF	6	1	cyp79_BF	cyp79_BF_bio1	0.0065
R5sup1	D1	bio1	cyp79	BF	6	2	cyp79_BF	cyp79_BF_bio1	0.019
R5sup1	D1	bio1	cyp79	BF	6	3	cyp79_BF	cyp79_BF_bio1	0.009
R5sup1	D1	bio1	cyp79	BF	6	4	cyp79_BF	cyp79_BF_bio1	0.0299
R5sup1	D1	bio1	cyp79	BO	1	1	cyp79_BO	cyp79_BO_bio1	0.0269
R5sup1	D1	bio1	cyp79	BO	1	2	cyp79_BO	cyp79_BO_bio1	0.0302
R5sup1	D1	bio1	cyp79	BO	1	3	cyp79_BO	cyp79_BO_bio1	0.0273
R5sup1	D1	bio1	cyp79	BO	1	4	cyp79_BO	cyp79_BO_bio1	0.0399
R5sup1	D1	bio1	cyp79	BO	2	1	cyp79_BO	cyp79_BO_bio1	0.0212
R5sup1	D1	bio1	cyp79	BO	2	2	cyp79_BO	cyp79_BO_bio1	0.0319
R5sup1	D1	bio1	cyp79	BO	2	3	cyp79_BO	cyp79_BO_bio1	0.0214
R5sup1	D1	bio1	cyp79	BO	2	4	cyp79_BO	cyp79_BO_bio1	
R5sup1	D1	bio1	cyp79	BO	3	1	cyp79_BO	cyp79_BO_bio1	0.0524
R5sup1	D1	bio1	cyp79	BO	3	2	cyp79_BO	cyp79_BO_bio1	0.0491
R5sup1	D1	bio1	cyp79	BO	3	3	cyp79_BO	cyp79_BO_bio1	0.0291
R5sup1	D1	bio1	cyp79	BO	3	4	cyp79_BO	cyp79_BO_bio1	0.0299
R5sup1	D1	bio1	cyp79	BO	4	1	cyp79_BO	cyp79_BO_bio1	0.0536
R5sup1	D1	bio1	cyp79	BO	4	2	cyp79_BO	cyp79_BO_bio1	0.0303
R5sup1	D1	bio1	cyp79	BO	4	3	cyp79_BO	cyp79_BO_bio1	0.0254
R5sup1	D1	bio1	cyp79	BO	4	4	cyp79_BO	cyp79_BO_bio1	0.0491
R5sup1	D1	bio1	cyp79	BO	5	1	cyp79_BO	cyp79_BO_bio1	0.0359
R5sup1	D1	bio1	cyp79	BO	5	2	cyp79_BO	cyp79_BO_bio1	0.0168
R5sup1	D1	bio1	cyp79	BO	5	3	cyp79_BO	cyp79_BO_bio1	0.0597
R5sup1	D1	bio1	cyp79	BO	5	4	cyp79_BO	cyp79_BO_bio1	0.057
R5sup1	D1	bio1	cyp79	BO	6	1	cyp79_BO	cyp79_BO_bio1	0.0197
R5sup1	D1	bio1	cyp79	BO	6	2	cyp79_BO	cyp79_BO_bio1	0.0288
R5sup1	D1	bio1	cyp79	BO	6	3	cyp79_BO	cyp79_BO_bio1	0.0572
R5sup1	D1	bio1	cyp79	BO	6	4	cyp79_BO	cyp79_BO_bio1	0.0472
R5sup1	D1	bio1	cyp79	FO	1	1	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	1	2	cyp79_FO	cyp79_FO_bio1	
R5sup1	D1	bio1	cyp79	FO	1	3	cyp79_FO	cyp79_FO_bio1	
