barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR6B2bio3tp2wrky40endoiphytestech1oomycetes	ITS1o_57	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech1	oomycetes	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech1oomycetes
GR6B2bio3tp2wrky40endoiphytestech2oomycetes	ITS1o_58	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech2	oomycetes	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech2oomycetes
GR6B2bio3tp2wrky40endoiphytestech3oomycetes	ITS1o_59	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech3	oomycetes	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech3oomycetes
GR6B2bio3tp2wrky40endoiphytestech4oomycetes	ITS1o_60	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech4	oomycetes	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech4oomycetes
GR6B2bio3tp2lyk5endoiphytestech1oomycetes	ITS1o_61	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech1	oomycetes	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech1oomycetes
GR6B2bio3tp2lyk5endoiphytestech2oomycetes	ITS1o_62	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech2	oomycetes	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech2oomycetes
GR6B2bio3tp2lyk5endoiphytestech3oomycetes	ITS1o_63	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech3	oomycetes	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech3oomycetes
GR6B2bio3tp2lyk5endoiphytestech4oomycetes	ITS1o_64	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech4	oomycetes	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech4oomycetes
GR6B2bio3tp2bbcendoiphytestech1oomycetes	ITS1o_65	GR6	B2	bio3	tp2	bbc	endoiphytes	tech1	oomycetes	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech1oomycetes
GR6B2bio3tp2bbcendoiphytestech2oomycetes	ITS1o_66	GR6	B2	bio3	tp2	bbc	endoiphytes	tech2	oomycetes	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech2oomycetes
GR6B2bio3tp2bbcendoiphytestech3oomycetes	ITS1o_67	GR6	B2	bio3	tp2	bbc	endoiphytes	tech3	oomycetes	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech3oomycetes
GR6B2bio3tp2bbcendoiphytestech4oomycetes	ITS1o_68	GR6	B2	bio3	tp2	bbc	endoiphytes	tech4	oomycetes	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech4oomycetes
GR6B2bio3tp2apex1endoiphytestech1oomycetes	ITS1o_69	GR6	B2	bio3	tp2	apex1	endoiphytes	tech1	oomycetes	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech1oomycetes
GR6B2bio3tp2apex1endoiphytestech2oomycetes	ITS1o_70	GR6	B2	bio3	tp2	apex1	endoiphytes	tech2	oomycetes	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech2oomycetes
GR6B2bio3tp2apex1endoiphytestech3oomycetes	ITS1o_71	GR6	B2	bio3	tp2	apex1	endoiphytes	tech3	oomycetes	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech3oomycetes
GR6B2bio3tp2apex1endoiphytestech4oomycetes	ITS1o_72	GR6	B2	bio3	tp2	apex1	endoiphytes	tech4	oomycetes	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech4oomycetes
GR6B2bio3tp2apex2endoiphytestech1oomycetes	ITS1o_73	GR6	B2	bio3	tp2	apex2	endoiphytes	tech1	oomycetes	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech1oomycetes
GR6B2bio3tp2apex2endoiphytestech2oomycetes	ITS1o_74	GR6	B2	bio3	tp2	apex2	endoiphytes	tech2	oomycetes	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech2oomycetes
GR6B2bio3tp2apex2endoiphytestech3oomycetes	ITS1o_75	GR6	B2	bio3	tp2	apex2	endoiphytes	tech3	oomycetes	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech3oomycetes
GR6B2bio3tp2apex2endoiphytestech4oomycetes	ITS1o_76	GR6	B2	bio3	tp2	apex2	endoiphytes	tech4	oomycetes	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech4oomycetes
GR6B2bio3tp2apex3endoiphytestech1oomycetes	ITS1o_77	GR6	B2	bio3	tp2	apex3	endoiphytes	tech1	oomycetes	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech1oomycetes
GR6B2bio3tp2apex3endoiphytestech2oomycetes	ITS1o_78	GR6	B2	bio3	tp2	apex3	endoiphytes	tech2	oomycetes	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech2oomycetes
GR6B2bio3tp2apex3endoiphytestech3oomycetes	ITS1o_79	GR6	B2	bio3	tp2	apex3	endoiphytes	tech3	oomycetes	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech3oomycetes
GR6B2bio3tp2apex3endoiphytestech4oomycetes	ITS1o_80	GR6	B2	bio3	tp2	apex3	endoiphytes	tech4	oomycetes	apex3_endoiphytes	apex3_tp2	endoiphytes_tp2	apex3_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech4oomycetes
GR6B2bio3tp2bri301endoiphytestech1oomycetes	ITS1o_81	GR6	B2	bio3	tp2	bri301	endoiphytes	tech1	oomycetes	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech1oomycetes
GR6B2bio3tp2bri301endoiphytestech2oomycetes	ITS1o_82	GR6	B2	bio3	tp2	bri301	endoiphytes	tech2	oomycetes	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech2oomycetes
GR6B2bio3tp2bri301endoiphytestech3oomycetes	ITS1o_83	GR6	B2	bio3	tp2	bri301	endoiphytes	tech3	oomycetes	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech3oomycetes
GR6B2bio3tp2bri301endoiphytestech4oomycetes	ITS1o_84	GR6	B2	bio3	tp2	bri301	endoiphytes	tech4	oomycetes	bri301_endoiphytes	bri301_tp2	endoiphytes_tp2	bri301_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech4oomycetes
GR6B2bio3tp235SBRIendoiphytestech1oomycetes	ITS1o_85	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech1	oomycetes	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech1oomycetes
GR6B2bio3tp235SBRIendoiphytestech2oomycetes	ITS1o_86	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech2	oomycetes	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech2oomycetes
GR6B2bio3tp235SBRIendoiphytestech3oomycetes	ITS1o_87	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech3	oomycetes	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech3oomycetes
GR6B2bio3tp235SBRIendoiphytestech4oomycetes	ITS1o_88	GR6	B2	bio3	tp2	35SBRI	endoiphytes	tech4	oomycetes	35SBRI_endoiphytes	35SBRI_tp2	endoiphytes_tp2	35SBRI_endoiphytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech4oomycetes
