barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR5B2bio2tp2wrky40endophytestech2fungi	ITS1_58	GR5	B2	bio2	tp2	wrky40	endophytes	tech2	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech2fungi
GR5B2bio2tp2wrky40endophytestech3fungi	ITS1_59	GR5	B2	bio2	tp2	wrky40	endophytes	tech3	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech3fungi
GR5B2bio2tp2wrky40endophytestech4fungi	ITS1_60	GR5	B2	bio2	tp2	wrky40	endophytes	tech4	fungi	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio2	GR5B2bio2tp2wrky40endophytestech4fungi
GR5B2bio2tp2lyk5endophytestech1fungi	ITS1_61	GR5	B2	bio2	tp2	lyk5	endophytes	tech1	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech1fungi
GR5B2bio2tp2lyk5endophytestech2fungi	ITS1_62	GR5	B2	bio2	tp2	lyk5	endophytes	tech2	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech2fungi
GR5B2bio2tp2lyk5endophytestech3fungi	ITS1_63	GR5	B2	bio2	tp2	lyk5	endophytes	tech3	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech3fungi
GR5B2bio2tp2lyk5endophytestech4fungi	ITS1_64	GR5	B2	bio2	tp2	lyk5	endophytes	tech4	fungi	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio2	GR5B2bio2tp2lyk5endophytestech4fungi
GR5B2bio2tp2bbcendophytestech1fungi	ITS1_65	GR5	B2	bio2	tp2	bbc	endophytes	tech1	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech1fungi
GR5B2bio2tp2bbcendophytestech2fungi	ITS1_66	GR5	B2	bio2	tp2	bbc	endophytes	tech2	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech2fungi
GR5B2bio2tp2bbcendophytestech3fungi	ITS1_67	GR5	B2	bio2	tp2	bbc	endophytes	tech3	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech3fungi
GR5B2bio2tp2bbcendophytestech4fungi	ITS1_68	GR5	B2	bio2	tp2	bbc	endophytes	tech4	fungi	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio2	GR5B2bio2tp2bbcendophytestech4fungi
GR5B2bio2tp2apex1endophytestech1fungi	ITS1_69	GR5	B2	bio2	tp2	apex1	endophytes	tech1	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech1fungi
GR5B2bio2tp2apex1endophytestech2fungi	ITS1_70	GR5	B2	bio2	tp2	apex1	endophytes	tech2	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech2fungi
GR5B2bio2tp2apex1endophytestech3fungi	ITS1_71	GR5	B2	bio2	tp2	apex1	endophytes	tech3	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech3fungi
GR5B2bio2tp2apex1endophytestech4fungi	ITS1_72	GR5	B2	bio2	tp2	apex1	endophytes	tech4	fungi	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex1endophytestech4fungi
GR5B2bio2tp2apex2endophytestech1fungi	ITS1_73	GR5	B2	bio2	tp2	apex2	endophytes	tech1	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech1fungi
GR5B2bio2tp2apex2endophytestech2fungi	ITS1_74	GR5	B2	bio2	tp2	apex2	endophytes	tech2	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech2fungi
GR5B2bio2tp2apex2endophytestech3fungi	ITS1_75	GR5	B2	bio2	tp2	apex2	endophytes	tech3	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech3fungi
GR5B2bio2tp2apex2endophytestech4fungi	ITS1_76	GR5	B2	bio2	tp2	apex2	endophytes	tech4	fungi	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex2endophytestech4fungi
GR5B2bio2tp2apex3endophytestech1fungi	ITS1_77	GR5	B2	bio2	tp2	apex3	endophytes	tech1	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech1fungi
GR5B2bio2tp2apex3endophytestech2fungi	ITS1_78	GR5	B2	bio2	tp2	apex3	endophytes	tech2	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech2fungi
GR5B2bio2tp2apex3endophytestech3fungi	ITS1_79	GR5	B2	bio2	tp2	apex3	endophytes	tech3	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech3fungi
GR5B2bio2tp2apex3endophytestech4fungi	ITS1_80	GR5	B2	bio2	tp2	apex3	endophytes	tech4	fungi	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio2	GR5B2bio2tp2apex3endophytestech4fungi
GR5B2bio2tp2bri301endophytestech1fungi	ITS1_81	GR5	B2	bio2	tp2	bri301	endophytes	tech1	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech1fungi
GR5B2bio2tp2bri301endophytestech2fungi	ITS1_82	GR5	B2	bio2	tp2	bri301	endophytes	tech2	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech2fungi
GR5B2bio2tp2bri301endophytestech3fungi	ITS1_83	GR5	B2	bio2	tp2	bri301	endophytes	tech3	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech3fungi
GR5B2bio2tp2bri301endophytestech4fungi	ITS1_84	GR5	B2	bio2	tp2	bri301	endophytes	tech4	fungi	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio2	GR5B2bio2tp2bri301endophytestech4fungi
GR5B2bio2tp235SBRIendophytestech1fungi	ITS1_85	GR5	B2	bio2	tp2	35SBRI	endophytes	tech1	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech1fungi
GR5B2bio2tp235SBRIendophytestech2fungi	ITS1_86	GR5	B2	bio2	tp2	35SBRI	endophytes	tech2	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech2fungi
GR5B2bio2tp235SBRIendophytestech3fungi	ITS1_87	GR5	B2	bio2	tp2	35SBRI	endophytes	tech3	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech3fungi
GR5B2bio2tp235SBRIendophytestech4fungi	ITS1_88	GR5	B2	bio2	tp2	35SBRI	endophytes	tech4	fungi	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio2	GR5B2bio2tp235SBRIendophytestech4fungi
GR6B2bio3tp1WT_newendoiphytestech1fungi	ITS1_1	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech1	fungi	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech1fungi
GR6B2bio3tp1WT_newendoiphytestech2fungi	ITS1_2	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech2	fungi	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech2fungi
GR6B2bio3tp1WT_newendoiphytestech3fungi	ITS1_3	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech3	fungi	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech3fungi
GR6B2bio3tp1WT_newendoiphytestech4fungi	ITS1_4	GR6	B2	bio3	tp1	WT_new	endoiphytes	tech4	fungi	WT_new_endoiphytes	WT_new_tp1	endoiphytes_tp1	WT_new_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1WT_newendoiphytestech4fungi
GR6B2bio3tp1wrky33endoiphytestech1fungi	ITS1_5	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech1	fungi	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech1fungi
GR6B2bio3tp1wrky33endoiphytestech2fungi	ITS1_6	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech2	fungi	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech2fungi
GR6B2bio3tp1wrky33endoiphytestech3fungi	ITS1_7	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech3	fungi	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech3fungi
GR6B2bio3tp1wrky33endoiphytestech4fungi	ITS1_8	GR6	B2	bio3	tp1	wrky33	endoiphytes	tech4	fungi	wrky33_endoiphytes	wrky33_tp1	endoiphytes_tp1	wrky33_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky33endoiphytestech4fungi
GR6B2bio3tp1wrky40endoiphytestech1fungi	ITS1_9	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech1	fungi	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech1fungi
GR6B2bio3tp1wrky40endoiphytestech2fungi	ITS1_10	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech2	fungi	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech2fungi
GR6B2bio3tp1wrky40endoiphytestech3fungi	ITS1_11	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech3	fungi	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech3fungi
GR6B2bio3tp1wrky40endoiphytestech4fungi	ITS1_12	GR6	B2	bio3	tp1	wrky40	endoiphytes	tech4	fungi	wrky40_endoiphytes	wrky40_tp1	endoiphytes_tp1	wrky40_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1wrky40endoiphytestech4fungi
GR6B2bio3tp1lyk5endoiphytestech1fungi	ITS1_13	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech1	fungi	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech1fungi
GR6B2bio3tp1lyk5endoiphytestech2fungi	ITS1_14	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech2	fungi	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech2fungi
GR6B2bio3tp1lyk5endoiphytestech3fungi	ITS1_15	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech3	fungi	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech3fungi
GR6B2bio3tp1lyk5endoiphytestech4fungi	ITS1_16	GR6	B2	bio3	tp1	lyk5	endoiphytes	tech4	fungi	lyk5_endoiphytes	lyk5_tp1	endoiphytes_tp1	lyk5_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1lyk5endoiphytestech4fungi
GR6B2bio3tp1bbcendoiphytestech1fungi	ITS1_17	GR6	B2	bio3	tp1	bbc	endoiphytes	tech1	fungi	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech1fungi
GR6B2bio3tp1bbcendoiphytestech2fungi	ITS1_18	GR6	B2	bio3	tp1	bbc	endoiphytes	tech2	fungi	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech2fungi
GR6B2bio3tp1bbcendoiphytestech3fungi	ITS1_19	GR6	B2	bio3	tp1	bbc	endoiphytes	tech3	fungi	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech3fungi
GR6B2bio3tp1bbcendoiphytestech4fungi	ITS1_20	GR6	B2	bio3	tp1	bbc	endoiphytes	tech4	fungi	bbc_endoiphytes	bbc_tp1	endoiphytes_tp1	bbc_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bbcendoiphytestech4fungi
GR6B2bio3tp1apex1endoiphytestech1fungi	ITS1_21	GR6	B2	bio3	tp1	apex1	endoiphytes	tech1	fungi	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech1fungi
GR6B2bio3tp1apex1endoiphytestech2fungi	ITS1_22	GR6	B2	bio3	tp1	apex1	endoiphytes	tech2	fungi	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech2fungi
GR6B2bio3tp1apex1endoiphytestech3fungi	ITS1_23	GR6	B2	bio3	tp1	apex1	endoiphytes	tech3	fungi	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech3fungi
GR6B2bio3tp1apex1endoiphytestech4fungi	ITS1_24	GR6	B2	bio3	tp1	apex1	endoiphytes	tech4	fungi	apex1_endoiphytes	apex1_tp1	endoiphytes_tp1	apex1_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex1endoiphytestech4fungi
GR6B2bio3tp1apex2endoiphytestech1fungi	ITS1_25	GR6	B2	bio3	tp1	apex2	endoiphytes	tech1	fungi	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech1fungi
GR6B2bio3tp1apex2endoiphytestech2fungi	ITS1_26	GR6	B2	bio3	tp1	apex2	endoiphytes	tech2	fungi	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech2fungi
GR6B2bio3tp1apex2endoiphytestech3fungi	ITS1_27	GR6	B2	bio3	tp1	apex2	endoiphytes	tech3	fungi	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech3fungi
GR6B2bio3tp1apex2endoiphytestech4fungi	ITS1_28	GR6	B2	bio3	tp1	apex2	endoiphytes	tech4	fungi	apex2_endoiphytes	apex2_tp1	endoiphytes_tp1	apex2_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex2endoiphytestech4fungi
GR6B2bio3tp1apex3endoiphytestech1fungi	ITS1_29	GR6	B2	bio3	tp1	apex3	endoiphytes	tech1	fungi	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech1fungi
GR6B2bio3tp1apex3endoiphytestech2fungi	ITS1_30	GR6	B2	bio3	tp1	apex3	endoiphytes	tech2	fungi	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech2fungi
GR6B2bio3tp1apex3endoiphytestech3fungi	ITS1_31	GR6	B2	bio3	tp1	apex3	endoiphytes	tech3	fungi	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech3fungi
GR6B2bio3tp1apex3endoiphytestech4fungi	ITS1_32	GR6	B2	bio3	tp1	apex3	endoiphytes	tech4	fungi	apex3_endoiphytes	apex3_tp1	endoiphytes_tp1	apex3_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1apex3endoiphytestech4fungi
GR6B2bio3tp1bri301endoiphytestech1fungi	ITS1_33	GR6	B2	bio3	tp1	bri301	endoiphytes	tech1	fungi	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech1fungi
GR6B2bio3tp1bri301endoiphytestech2fungi	ITS1_34	GR6	B2	bio3	tp1	bri301	endoiphytes	tech2	fungi	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech2fungi
GR6B2bio3tp1bri301endoiphytestech3fungi	ITS1_35	GR6	B2	bio3	tp1	bri301	endoiphytes	tech3	fungi	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech3fungi
GR6B2bio3tp1bri301endoiphytestech4fungi	ITS1_36	GR6	B2	bio3	tp1	bri301	endoiphytes	tech4	fungi	bri301_endoiphytes	bri301_tp1	endoiphytes_tp1	bri301_endoiphytes_tp1	B2_bio3	GR6B2bio3tp1bri301endoiphytestech4fungi
GR6B2bio3tp135SBRIendoiphytestech1fungi	ITS1_37	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech1	fungi	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech1fungi
GR6B2bio3tp135SBRIendoiphytestech2fungi	ITS1_38	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech2	fungi	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech2fungi
GR6B2bio3tp135SBRIendoiphytestech3fungi	ITS1_39	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech3	fungi	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech3fungi
GR6B2bio3tp135SBRIendoiphytestech4fungi	ITS1_40	GR6	B2	bio3	tp1	35SBRI	endoiphytes	tech4	fungi	35SBRI_endoiphytes	35SBRI_tp1	endoiphytes_tp1	35SBRI_endoiphytes_tp1	B2_bio3	GR6B2bio3tp135SBRIendoiphytestech4fungi
GR6B2bio3tp2WT_newendoiphytestech1fungi	ITS1_49	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech1	fungi	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech1fungi
GR6B2bio3tp2WT_newendoiphytestech2fungi	ITS1_50	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech2	fungi	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech2fungi
GR6B2bio3tp2WT_newendoiphytestech3fungi	ITS1_51	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech3	fungi	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech3fungi
GR6B2bio3tp2WT_newendoiphytestech4fungi	ITS1_52	GR6	B2	bio3	tp2	WT_new	endoiphytes	tech4	fungi	WT_new_endoiphytes	WT_new_tp2	endoiphytes_tp2	WT_new_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2WT_newendoiphytestech4fungi
GR6B2bio3tp2wrky33endoiphytestech1fungi	ITS1_53	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech1	fungi	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech1fungi
GR6B2bio3tp2wrky33endoiphytestech2fungi	ITS1_54	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech2	fungi	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech2fungi
GR6B2bio3tp2wrky33endoiphytestech3fungi	ITS1_55	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech3	fungi	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech3fungi
GR6B2bio3tp2wrky33endoiphytestech4fungi	ITS1_56	GR6	B2	bio3	tp2	wrky33	endoiphytes	tech4	fungi	wrky33_endoiphytes	wrky33_tp2	endoiphytes_tp2	wrky33_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky33endoiphytestech4fungi
GR6B2bio3tp2wrky40endoiphytestech1fungi	ITS1_57	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech1	fungi	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech1fungi
GR6B2bio3tp2wrky40endoiphytestech2fungi	ITS1_58	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech2	fungi	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech2fungi
GR6B2bio3tp2wrky40endoiphytestech3fungi	ITS1_59	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech3	fungi	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech3fungi
GR6B2bio3tp2wrky40endoiphytestech4fungi	ITS1_60	GR6	B2	bio3	tp2	wrky40	endoiphytes	tech4	fungi	wrky40_endoiphytes	wrky40_tp2	endoiphytes_tp2	wrky40_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech4fungi
GR6B2bio3tp2lyk5endoiphytestech1fungi	ITS1_61	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech1	fungi	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech1fungi
GR6B2bio3tp2lyk5endoiphytestech2fungi	ITS1_62	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech2	fungi	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech2fungi
GR6B2bio3tp2lyk5endoiphytestech3fungi	ITS1_63	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech3	fungi	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech3fungi
GR6B2bio3tp2lyk5endoiphytestech4fungi	ITS1_64	GR6	B2	bio3	tp2	lyk5	endoiphytes	tech4	fungi	lyk5_endoiphytes	lyk5_tp2	endoiphytes_tp2	lyk5_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech4fungi
GR6B2bio3tp2bbcendoiphytestech1fungi	ITS1_65	GR6	B2	bio3	tp2	bbc	endoiphytes	tech1	fungi	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech1fungi
GR6B2bio3tp2bbcendoiphytestech2fungi	ITS1_66	GR6	B2	bio3	tp2	bbc	endoiphytes	tech2	fungi	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech2fungi
GR6B2bio3tp2bbcendoiphytestech3fungi	ITS1_67	GR6	B2	bio3	tp2	bbc	endoiphytes	tech3	fungi	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech3fungi
GR6B2bio3tp2bbcendoiphytestech4fungi	ITS1_68	GR6	B2	bio3	tp2	bbc	endoiphytes	tech4	fungi	bbc_endoiphytes	bbc_tp2	endoiphytes_tp2	bbc_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech4fungi
GR6B2bio3tp2apex1endoiphytestech1fungi	ITS1_69	GR6	B2	bio3	tp2	apex1	endoiphytes	tech1	fungi	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech1fungi
GR6B2bio3tp2apex1endoiphytestech2fungi	ITS1_70	GR6	B2	bio3	tp2	apex1	endoiphytes	tech2	fungi	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech2fungi
GR6B2bio3tp2apex1endoiphytestech3fungi	ITS1_71	GR6	B2	bio3	tp2	apex1	endoiphytes	tech3	fungi	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech3fungi
GR6B2bio3tp2apex1endoiphytestech4fungi	ITS1_72	GR6	B2	bio3	tp2	apex1	endoiphytes	tech4	fungi	apex1_endoiphytes	apex1_tp2	endoiphytes_tp2	apex1_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech4fungi
GR6B2bio3tp2apex2endoiphytestech1fungi	ITS1_73	GR6	B2	bio3	tp2	apex2	endoiphytes	tech1	fungi	apex2_endoiphytes	apex2_tp2	endoiphytes_tp2	apex2_endoiphytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech1fungi
