barcode_name	location	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR6B2bio3tp2wrky40endoiphytestech3bacteria	B5_59	greenhouse	GR6	B2	bio3	tp2	wrky40	endophytes	tech3	bacteria	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech3bacteria
GR6B2bio3tp2wrky40endoiphytestech4bacteria	B5_60	greenhouse	GR6	B2	bio3	tp2	wrky40	endophytes	tech4	bacteria	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio3	GR6B2bio3tp2wrky40endoiphytestech4bacteria
GR6B2bio3tp2lyk5endoiphytestech1bacteria	B5_61	greenhouse	GR6	B2	bio3	tp2	lyk5	endophytes	tech1	bacteria	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech1bacteria
GR6B2bio3tp2lyk5endoiphytestech2bacteria	B5_62	greenhouse	GR6	B2	bio3	tp2	lyk5	endophytes	tech2	bacteria	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech2bacteria
GR6B2bio3tp2lyk5endoiphytestech3bacteria	B5_63	greenhouse	GR6	B2	bio3	tp2	lyk5	endophytes	tech3	bacteria	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech3bacteria
GR6B2bio3tp2lyk5endoiphytestech4bacteria	B5_64	greenhouse	GR6	B2	bio3	tp2	lyk5	endophytes	tech4	bacteria	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio3	GR6B2bio3tp2lyk5endoiphytestech4bacteria
GR6B2bio3tp2bbcendoiphytestech1bacteria	B5_65	greenhouse	GR6	B2	bio3	tp2	bbc	endophytes	tech1	bacteria	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech1bacteria
GR6B2bio3tp2bbcendoiphytestech2bacteria	B5_66	greenhouse	GR6	B2	bio3	tp2	bbc	endophytes	tech2	bacteria	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech2bacteria
GR6B2bio3tp2bbcendoiphytestech3bacteria	B5_67	greenhouse	GR6	B2	bio3	tp2	bbc	endophytes	tech3	bacteria	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech3bacteria
GR6B2bio3tp2bbcendoiphytestech4bacteria	B5_68	greenhouse	GR6	B2	bio3	tp2	bbc	endophytes	tech4	bacteria	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio3	GR6B2bio3tp2bbcendoiphytestech4bacteria
GR6B2bio3tp2apex1endoiphytestech1bacteria	B5_69	greenhouse	GR6	B2	bio3	tp2	apex1	endophytes	tech1	bacteria	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech1bacteria
GR6B2bio3tp2apex1endoiphytestech2bacteria	B5_70	greenhouse	GR6	B2	bio3	tp2	apex1	endophytes	tech2	bacteria	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech2bacteria
GR6B2bio3tp2apex1endoiphytestech3bacteria	B5_71	greenhouse	GR6	B2	bio3	tp2	apex1	endophytes	tech3	bacteria	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech3bacteria
GR6B2bio3tp2apex1endoiphytestech4bacteria	B5_72	greenhouse	GR6	B2	bio3	tp2	apex1	endophytes	tech4	bacteria	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex1endoiphytestech4bacteria
GR6B2bio3tp2apex2endoiphytestech1bacteria	B5_73	greenhouse	GR6	B2	bio3	tp2	apex2	endophytes	tech1	bacteria	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech1bacteria
GR6B2bio3tp2apex2endoiphytestech2bacteria	B5_74	greenhouse	GR6	B2	bio3	tp2	apex2	endophytes	tech2	bacteria	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech2bacteria
GR6B2bio3tp2apex2endoiphytestech3bacteria	B5_75	greenhouse	GR6	B2	bio3	tp2	apex2	endophytes	tech3	bacteria	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech3bacteria
GR6B2bio3tp2apex2endoiphytestech4bacteria	B5_76	greenhouse	GR6	B2	bio3	tp2	apex2	endophytes	tech4	bacteria	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex2endoiphytestech4bacteria
GR6B2bio3tp2apex3endoiphytestech1bacteria	B5_77	greenhouse	GR6	B2	bio3	tp2	apex3	endophytes	tech1	bacteria	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech1bacteria
GR6B2bio3tp2apex3endoiphytestech2bacteria	B5_78	greenhouse	GR6	B2	bio3	tp2	apex3	endophytes	tech2	bacteria	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech2bacteria
GR6B2bio3tp2apex3endoiphytestech3bacteria	B5_79	greenhouse	GR6	B2	bio3	tp2	apex3	endophytes	tech3	bacteria	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech3bacteria
GR6B2bio3tp2apex3endoiphytestech4bacteria	B5_80	greenhouse	GR6	B2	bio3	tp2	apex3	endophytes	tech4	bacteria	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio3	GR6B2bio3tp2apex3endoiphytestech4bacteria
GR6B2bio3tp2bri301endoiphytestech1bacteria	B5_81	greenhouse	GR6	B2	bio3	tp2	bri301	endophytes	tech1	bacteria	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech1bacteria
GR6B2bio3tp2bri301endoiphytestech2bacteria	B5_82	greenhouse	GR6	B2	bio3	tp2	bri301	endophytes	tech2	bacteria	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech2bacteria
GR6B2bio3tp2bri301endoiphytestech3bacteria	B5_83	greenhouse	GR6	B2	bio3	tp2	bri301	endophytes	tech3	bacteria	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech3bacteria
GR6B2bio3tp2bri301endoiphytestech4bacteria	B5_84	greenhouse	GR6	B2	bio3	tp2	bri301	endophytes	tech4	bacteria	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio3	GR6B2bio3tp2bri301endoiphytestech4bacteria
GR6B2bio3tp235SBRIendoiphytestech1bacteria	B5_85	greenhouse	GR6	B2	bio3	tp2	35SBRI	endophytes	tech1	bacteria	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech1bacteria
GR6B2bio3tp235SBRIendoiphytestech2bacteria	B5_86	greenhouse	GR6	B2	bio3	tp2	35SBRI	endophytes	tech2	bacteria	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech2bacteria
GR6B2bio3tp235SBRIendoiphytestech3bacteria	B5_87	greenhouse	GR6	B2	bio3	tp2	35SBRI	endophytes	tech3	bacteria	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech3bacteria
GR6B2bio3tp235SBRIendoiphytestech4bacteria	B5_88	greenhouse	GR6	B2	bio3	tp2	35SBRI	endophytes	tech4	bacteria	35SBRI_endophytes	35SBRI_tp2	endophytes_tp2	35SBRI_endophytes_tp2	B2_bio3	GR6B2bio3tp235SBRIendoiphytestech4bacteria
